source_path,target_path,status_code,reason
/blog-from-concept-to-reality-kingdom,/blog/from-concept-to-reality-kingdom,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-beyond-walls-how-kingdom-construction,/blog/beyond-walls-how-kingdom-construction,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-from-concept-to-reality-the,/blog/from-concept-to-reality-the,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-renovation-with-precision-kingdom-constructions,/blog/renovation-with-precision-kingdom-constructions,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-innovative-design-solutions-kingdom-constructions,/blog/innovative-design-solutions-kingdom-constructions,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-stress-free-remodeling-how-kingdom-construction,/blog/stress-free-remodeling-how-kingdom-construction,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-garden-retreats-creating-outdoor-spaces,/blog/garden-retreats-creating-outdoor-spaces,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-innovative-kitchen-and-bath-renovations,/blog/innovative-kitchen-and-bath-renovations,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-the-latest-trends-in-sustainable,/blog/the-latest-trends-in-sustainable,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-building-the-future-how-kingdom,/blog/building-the-future-how-kingdom,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-transform-your-home-innovative-remodeling,/blog/transform-your-home-innovative-remodeling,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-how-to-choose-the-right,/blog/how-to-choose-the-right,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-transform-your-space-tips-for,/blog/transform-your-space-tips-for,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-efficient-remodeling-time-saving-tips-and,/blog/efficient-remodeling-time-saving-tips-and,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-the-ultimate-guide-to-choosing,/blog/the-ultimate-guide-to-choosing,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-open-concept-living-redefining-space-with,/blog/open-concept-living-redefining-space-with,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-maximize-your-homes-potential-top,/blog/maximize-your-homes-potential-top,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-luxury-on-a-budget-affordable,/blog/luxury-on-a-budget-affordable,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-open-floor-plans-how-kingdom,/blog/open-floor-plans-how-kingdom,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-experience-luxury-premium-remodeling-services,/blog/experience-luxury-premium-remodeling-services,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-eco-friendly-makeovers-kingdom-constructions-guide,/blog/eco-friendly-makeovers-kingdom-constructions-guide,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-the-art-of-renovation-crafting,/blog/the-art-of-renovation-crafting,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-maximize-your-space-small-home,/blog/maximize-your-space-small-home,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-home-office-excellence-designing-functional,/blog/home-office-excellence-designing-functional,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-crafting-your-dream-space-a,/blog/crafting-your-dream-space-a,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-bespoke-solutions-how-kingdom-construction,/blog/bespoke-solutions-how-kingdom-construction,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-enhancing-curb-appeal-innovative-exterior,/blog/enhancing-curb-appeal-innovative-exterior,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-elevating-interiors-kingdom-constructions-signature,/blog/elevating-interiors-kingdom-constructions-signature,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-crafting-community-spaces-kingdom-constructions,/blog/crafting-community-spaces-kingdom-constructions,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-reimagining-home-layouts-kingdom-constructions,/blog/reimagining-home-layouts-kingdom-constructions,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-crafting-modern-havens-kingdom-constructions,/blog/crafting-modern-havens-kingdom-constructions,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-smart-renovation-trends-kingdom-constructions,/blog/smart-renovation-trends-kingdom-constructions,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-innovative-spaces-kingdom-constructions-guide,/blog/innovative-spaces-kingdom-constructions-guide,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-holistic-home-design-creating-cohesive,/blog/holistic-home-design-creating-cohesive,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-artful-exteriors-refined-aesthetics-with,/blog/artful-exteriors-refined-aesthetics-with,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-timeless-elegance-designing-classic-interiors,/blog/timeless-elegance-designing-classic-interiors,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-innovative-basement-transformations-unlocking-hidden,/blog/innovative-basement-transformations-unlocking-hidden,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-innovative-garage-transformations-unleashing-utility,/blog/innovative-garage-transformations-unleashing-utility,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-revamp-and-revitalize-expert-strategies,/blog/revamp-and-revitalize-expert-strategies,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-next-level-comfort-kingdom-constructions-guide,/blog/next-level-comfort-kingdom-constructions-guide,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-sophisticated-redesigns-embracing-customization-with,/blog/sophisticated-redesigns-embracing-customization-with,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-mastering-the-art-of-home,/blog/mastering-the-art-of-home,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-the-art-of-fine-finishes,/blog/the-art-of-fine-finishes,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-luxury-redefined-how-kingdom-construction,/blog/luxury-redefined-how-kingdom-construction,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-stylish-and-sustainable-kingdom-constructions,/blog/stylish-and-sustainable-kingdom-constructions,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-adaptive-home-makeovers-kingdom-constructions,/blog/adaptive-home-makeovers-kingdom-constructions,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-discovering-spaces-kingdom-constructions-philosophy,/blog/discovering-spaces-kingdom-constructions-philosophy,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-redefining-outdoor-living-kingdom-constructions,/blog/redefining-outdoor-living-kingdom-constructions,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-modern-minimalism-kingdom-constructions-expert,/blog/modern-minimalism-kingdom-constructions-expert,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-enhancing-functional-spaces-kingdom-constructions,/blog/enhancing-functional-spaces-kingdom-constructions,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-crafting-the-ultimate-entertaining-area,/blog/crafting-the-ultimate-entertaining-area,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-revolutionizing-home-comfort-energy-efficient-upgrades,/blog/revolutionizing-home-comfort-energy-efficient-upgrades,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-luxury-outdoor-living-creating-exceptional,/blog/luxury-outdoor-living-creating-exceptional,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-design-with-purpose-how-kingdom,/blog/design-with-purpose-how-kingdom,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-a-seamless-blend-kingdom-constructions,/blog/a-seamless-blend-kingdom-constructions,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-maximizing-small-spaces-kingdom-constructions,/blog/maximizing-small-spaces-kingdom-constructions,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-seamless-transitions-kingdom-constructions-expertise,/blog/seamless-transitions-kingdom-constructions-expertise,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-inspired-renovations-how-kingdom-construction,/blog/inspired-renovations-how-kingdom-construction,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-visionary-home-transformations-kingdom-constructions,/blog/visionary-home-transformations-kingdom-constructions,301,Migrate legacy blog detail path to /blog/{post-slug}
/blog-transformative-touches-revitalizing-home-interiors,/blog/transformative-touches-revitalizing-home-interiors,301,Migrate legacy blog detail path to /blog/{post-slug}
/contact-2-step,/contact,301,Consolidate multi-step contact variant to canonical contact page
