source_path,target_path,action,url_category,qa_checks,status
/blog-the-latest-trends-in-sustainable,/blog/the-latest-trends-in-sustainable,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-building-the-future-how-kingdom,/blog/building-the-future-how-kingdom,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-transform-your-home-innovative-remodeling,/blog/transform-your-home-innovative-remodeling,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-how-to-choose-the-right,/blog/how-to-choose-the-right,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-transform-your-space-tips-for,/blog/transform-your-space-tips-for,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-efficient-remodeling-time-saving-tips-and,/blog/efficient-remodeling-time-saving-tips-and,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-the-ultimate-guide-to-choosing,/blog/the-ultimate-guide-to-choosing,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-open-concept-living-redefining-space-with,/blog/open-concept-living-redefining-space-with,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-maximize-your-homes-potential-top,/blog/maximize-your-homes-potential-top,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-luxury-on-a-budget-affordable,/blog/luxury-on-a-budget-affordable,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-open-floor-plans-how-kingdom,/blog/open-floor-plans-how-kingdom,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-experience-luxury-premium-remodeling-services,/blog/experience-luxury-premium-remodeling-services,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-eco-friendly-makeovers-kingdom-constructions-guide,/blog/eco-friendly-makeovers-kingdom-constructions-guide,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-the-art-of-renovation-crafting,/blog/the-art-of-renovation-crafting,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-maximize-your-space-small-home,/blog/maximize-your-space-small-home,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-home-office-excellence-designing-functional,/blog/home-office-excellence-designing-functional,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-crafting-your-dream-space-a,/blog/crafting-your-dream-space-a,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-bespoke-solutions-how-kingdom-construction,/blog/bespoke-solutions-how-kingdom-construction,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-enhancing-curb-appeal-innovative-exterior,/blog/enhancing-curb-appeal-innovative-exterior,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-elevating-interiors-kingdom-constructions-signature,/blog/elevating-interiors-kingdom-constructions-signature,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-crafting-community-spaces-kingdom-constructions,/blog/crafting-community-spaces-kingdom-constructions,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-reimagining-home-layouts-kingdom-constructions,/blog/reimagining-home-layouts-kingdom-constructions,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-crafting-modern-havens-kingdom-constructions,/blog/crafting-modern-havens-kingdom-constructions,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-smart-renovation-trends-kingdom-constructions,/blog/smart-renovation-trends-kingdom-constructions,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-innovative-spaces-kingdom-constructions-guide,/blog/innovative-spaces-kingdom-constructions-guide,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-holistic-home-design-creating-cohesive,/blog/holistic-home-design-creating-cohesive,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-artful-exteriors-refined-aesthetics-with,/blog/artful-exteriors-refined-aesthetics-with,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-timeless-elegance-designing-classic-interiors,/blog/timeless-elegance-designing-classic-interiors,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-innovative-basement-transformations-unlocking-hidden,/blog/innovative-basement-transformations-unlocking-hidden,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-innovative-garage-transformations-unleashing-utility,/blog/innovative-garage-transformations-unleashing-utility,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-revamp-and-revitalize-expert-strategies,/blog/revamp-and-revitalize-expert-strategies,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-next-level-comfort-kingdom-constructions-guide,/blog/next-level-comfort-kingdom-constructions-guide,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-sophisticated-redesigns-embracing-customization-with,/blog/sophisticated-redesigns-embracing-customization-with,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-mastering-the-art-of-home,/blog/mastering-the-art-of-home,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-the-art-of-fine-finishes,/blog/the-art-of-fine-finishes,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-luxury-redefined-how-kingdom-construction,/blog/luxury-redefined-how-kingdom-construction,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-stylish-and-sustainable-kingdom-constructions,/blog/stylish-and-sustainable-kingdom-constructions,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-adaptive-home-makeovers-kingdom-constructions,/blog/adaptive-home-makeovers-kingdom-constructions,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-discovering-spaces-kingdom-constructions-philosophy,/blog/discovering-spaces-kingdom-constructions-philosophy,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-redefining-outdoor-living-kingdom-constructions,/blog/redefining-outdoor-living-kingdom-constructions,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-modern-minimalism-kingdom-constructions-expert,/blog/modern-minimalism-kingdom-constructions-expert,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-enhancing-functional-spaces-kingdom-constructions,/blog/enhancing-functional-spaces-kingdom-constructions,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-crafting-the-ultimate-entertaining-area,/blog/crafting-the-ultimate-entertaining-area,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-revolutionizing-home-comfort-energy-efficient-upgrades,/blog/revolutionizing-home-comfort-energy-efficient-upgrades,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-luxury-outdoor-living-creating-exceptional,/blog/luxury-outdoor-living-creating-exceptional,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-design-with-purpose-how-kingdom,/blog/design-with-purpose-how-kingdom,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-a-seamless-blend-kingdom-constructions,/blog/a-seamless-blend-kingdom-constructions,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-maximizing-small-spaces-kingdom-constructions,/blog/maximizing-small-spaces-kingdom-constructions,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-seamless-transitions-kingdom-constructions-expertise,/blog/seamless-transitions-kingdom-constructions-expertise,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-inspired-renovations-how-kingdom-construction,/blog/inspired-renovations-how-kingdom-construction,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-visionary-home-transformations-kingdom-constructions,/blog/visionary-home-transformations-kingdom-constructions,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/blog-transformative-touches-revitalizing-home-interiors,/blog/transformative-touches-revitalizing-home-interiors,redirect,blog_detail,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;blogposting_schema_present;author_present;publish_date_present,pending
/contact,/contact,retain,contact,target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;single_contact_funnel_enforced;lead_form_tracking_ok,pending
/success,/success,retain,success_utility,target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;noindex_set;conversion_event_fire,pending
/contact-2-step,/contact,redirect,contact,source_301_to_target;target_200;canonical_matches_target;title_unique;meta_unique;h1_present;internal_links_updated;single_contact_funnel_enforced;lead_form_tracking_ok,pending
